	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	1q	2q	3q	4q	5q	6q	7q	8q	9q	10q	11q	12q	16q	17q	18q	19q	20q	1p	2p	3p	4p	5p	6p	7p	8p	9p	10p	11p	12p	16p	17p	18p	19p	20p
NCIH2227_LUNG	0			-1				-1	-1	-1			-1	0	-1			0		0	0		0			-1	-1	-1	0	-1	-1	-1			-1	0	0		0	0	0	-1	-1			-1		-1	-1	0	-1	0	-1	0	-1	0
NCIH2228_LUNG		0		0	1			0		-1		0	-1		-1	1		-1			0	-1	1	0		0	1	-1		0	1	-1	1	0	1	0	-1		-1	-1		-1	0	1	0	1			-1	0	0	1	-1	-1	0	0
NCIH226_LUNG	0	0	0	0	0	0		0	0	0	0					0	0	0	0		0	-1		0	0	0	0	0	0	0	0		0		0	0	0		0	0	0	0	0	0	0		0			0	0	0	0	0	0	
NCIH2286_LUNG	0	0		0	0	-1	0		0			0	-1	0		0		0		0	0		0	0	0	0	0	-1	0	0	0		0	0	0	0	0	1	0	0	0	-1	0	0	-1	0	-1		0	1	0	0	-1	0	0	0
NCIH2291_LUNG	0	0		0		-1	1	1		0			-1			0	-1	-1	0		-1	1	0		1	0		-1	1	1	1	0		0	0	-1	-1	0	0	0	0	0	0	1	-1	1		-1		-1	1	0	-1		0	-1
NCIH2342_LUNG		0			-1				-1						-1	-1		-1		0							-1								-1		-1		0	-1		-1					-1	-1			-1		-1	-1	-1	0
NCIH2347_LUNG		0		0			0			0	0	0	0	1		-1		0	0	0	0	0		0		0			0		0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	-1	-1	0	0	0
NCIH23_LUNG				-1				-1			-1		-1	0	-1	-1	0		-1		-1	-1		0		-1	-1	-1			-1	-1	-1	0	-1	0		-1		0		-1	-1		0	0	-1			-1	1	-1	0			-1
NCIH2405_LUNG	0	0				0	0	0	-1	0	0	0	0	0	0					1	0		0	0		0		0	0	0	-1	0	0	0	0	0		0	1	0	0		-1	0		0	0	-1	0	0	0		-1	0	-1	1
NCIH2444_LUNG	0	-1		-1		0	1		-1		-1		0	0	-1	-1	-1	-1			0	-1	0	-1	0	-1		0	1		-1	-1	-1	-1	-1	-1	-1				-1		-1	0	0		-1	-1	0	-1		-1	-1	-1	-1	
NCIH2452_PLEURA					0	0	0	-1	-1	0	0	0		-1	0	0				0	0		0		0	-1	0	0	0	-1		0	0	0	0	0	-1		0		0		0	0	0	0		-1		0	0	0		0	0	0
NCIH28_PLEURA	1			-1		0	0	-1		0	-1	0	0	-1	1			-1	0		0	0	1	1	0	-1		0	0	-1	1	0	-1	0	-1	1	-1	0	0		0	1	-1	0	0	0	-1	-1	0	-1	0	0	-1	-1	0	-1
NCIH292_LUNG	0	0	0	0		0		0	0	0	1	0	0	0	0	0	0	0	0		0	-1		0	0	0	0	0	0	0	0	0	1	0		0	0		1		0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	-1
NCIH322_LUNG				0		0			0		1						0	0	0		0	0	1	0		0	0	0			0		1	0	1	0	0	0	1	0	1	0		1	0		-1	0		0	1	0		0	0	0
NCIH3255_LUNG		0		-1			1		-1	-1			-1	1	-1	-1	0			1			1	0		-1		-1	1		-1	-1	-1		-1		-1		1	-1	0	-1	-1	1	1	1		-1	-1	0	0	-1	0	0	-1	
NCIH358_LUNG	1	1	0	1			0			-1		0	0	1	1					1	0	0		1	0	1	0		0	1	1	-1	1	0	1		-1	0	1	1	1	0	1	1	0	0			-1	-1		0		1	-1	1
NCIH441_LUNG	0	0		0					-1	-1		0	-1		-1		0	-1	-1		0	0	0	0		0	0	-1			-1	-1		0	0	0	-1	-1	0		0	-1	0	1	0	-1	-1	-1	-1	-1	0		0	-1	-1	-1
NCIH446_LUNG	1	0		0		0					1	0	-1		-1		0	0	1		1		1	0		0	0	0	0		-1	-1	1	0	-1	0	0	1	0	1	0	-1		1		1		1	0	1		0		0	1	
NCIH460_LUNG		0	-1		0	-1	0	-1			-1		-1	0	0		0	-1	-1	0	-1	-1	1	0	-1	-1	0	-1	0	-1	0	0	-1	0		0	-1	-1	0	-1	0	-1		0	-1	0	-1	-1	-1	-1	-1	0	0	-1	-1	0
NCIH508_LARGE_INTESTINE				0			1	0	0	0	0	0	1	0	0	0		0	0	1		0			1	0			1	0	0	0	0	0	0	1	0	0	1	-1	0	0	0		0	1	0	0	0	0	0	0	0	0	0	1
NCIH510_LUNG		0		-1									-1	0	-1				0		0	-1	0	0			-1	-1	-1		0		0					0	0		0	-1	-1	1		0	-1	-1	-1	-1	0		0		0	1
NCIH520_LUNG		0		-1	0						0		-1	-1	0			-1		-1	-1	-1	0	0		-1			-1	0	-1		0				-1		-1		0		-1			0	-1	0	-1			0	-1	-1		-1
NCIH522_LUNG	1	1		0	0		1		0		1	0		0	0			1	0		1	0	1	1		0	0	0	1		0	0	1	0	0		1	0		1	1	0	0	0	1	1		0	-1	1	0		-1	1	0	0
NCIH524_LUNG	0	0		0			0	0		-1	0	0	0	1	1	1	1	0		1	1	0	0	0	1	0	0		0	0		-1	0	0	1	1	0		1	0	0	0	0	1	0	0	0	0	-1	0	0	1	0	0	1	1
NCIH526_LUNG		0	0	0		0				-1	1	0	1	0	0					1	0	-1		0	0		-1	0			-1	-1	1	0	-1	0			1	0	0		0		0	0	-1	0	-1	1	0	0	-1	-1	-1	1
NCIH596_LUNG		0		0					0	-1	0	-1	-1	1	1				0		1		1	0	1	0	0	-1	-1	1	0	-1	0	-1	0				1	0	0	-1	0	1	1	1	-1	0	-1	0	-1	1	0	1	0	
NCIH647_LUNG	1			0	0				0	0	1			0	-1	0		0			1		1	1	0	0	0				0	0	1	0	0		0		0	1			0	0	1			0	0		1	0	1	0		
NCIH650_LUNG	-1	0		-1		0			-1				-1	0			0	-1			-1		-1	0		-1		0			-1	-1	1	0	0		-1					0		1		0	-1	-1	0	-1	1	-1		-1	-1	
NCIH660_PROSTATE			1			1					0			1				1		1	0	-1	1		1	-1		1		1			0		-1	0			1			1	0		1		-1	0		0	-1	0	-1	1	1	1
NCIH661_LUNG			0	0			1		0	0			0	1	0	0	0	0			1	0	1		0	0	0	0	1		0	0		1	0	0	0		1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0
NCIH69_LUNG		-1		-1	0	0	0	0	0	-1	0			0				1	0		0	0	0	-1		-1	0	0	0	0	0	-1	0	0	-1	0	1	0		-1	-1	-1	-1	0	0	0	0	0	-1	0		0	-1	1	0	0
NCIH716_LARGE_INTESTINE	0					0	1	-1	-1			0			0		-1	-1	-1		-1	-1	0	0		0		0	1	-1	-1		-1	0		-1	-1	-1	1	0	1	-1	-1	1	0	1	-1	-1	1	0	0	1	-1	-1	-1	
NCIH727_LUNG		0	-1			-1							-1	0		0							0	0	-1	-1		-1	0	0	0		1		0					-1	0	-1	0	-1	-1		-1		-1			0	0			1
NCIH747_LARGE_INTESTINE		0		-1	1	0		0	1	0	1	0	0	-1	-1	1		-1	0		-1	-1	1	0	1	-1	1	0	0	0	1	0	1	0	1	1	-1	0	1	-1	0	-1	-1	1	0	1			0	1	0	1	-1	-1	0	-1
NCIH810_LUNG		0		-1		-1				-1	-1			0				-1		0	-1	-1		0	1	-1	-1	-1			0	-1	-1	0	-1	0	-1	0		0	0	-1	-1	1	-1	1		-1	-1	-1	1		-1	-1	-1	0
NCIH82_LUNG		0		-1	-1		0	0	-1	-1	-1	0		-1	0		0	0		0	0	-1	1	0		-1	-1		0	0	-1	-1	-1	0	-1	0	0	0	0	0	0	-1	-1	-1	0	0	0	-1	-1	-1	0		0	0		0
NCIH838_LUNG			1	0		0	0		0		0	0	0		0				1	1	0	0			1	0	0	0	0		0	0		0				1	1		0	1	0	1	0	0	0		1	0		0		0		1
NCIH841_LUNG	0		-1	-1	0	0	1		-1	-1			-1	0	-1	-1		-1			-1				-1	-1	0	0	1		-1	-1	0		-1	0	-1	0	0	0	0	-1	-1	0	0	1	0		-1		0	-1	-1	-1	-1	-1
NCIH854_LUNG		0	-1	-1		0	0		-1	-1	0	0					0		1	1	-1	-1	0	0		-1	-1	0	0		-1	-1	0	0	0	0	1	1	1		0	-1	-1	1	0	0	0	-1	-1		0			-1	1	1
NCIH889_LUNG	0									-1	0		-1			0		1	1		1		0	-1	0	-1	-1	-1	1		0	-1	0	1	0	0		1		0	0	-1	0	1	0	0	1	1	-1	0		0	-1	1	1	0
NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	1	0			0	-1	0	0	0	0				0	0		0	0	0	0	0	0		0			0	0	0			1		0	0	0	0	0		1	0	0	0		0	0	0		-1
NCIN87_STOMACH	0	0			0				0	0		0	0		0	0				0	-1	0	0	0	0	0	0	0			0	0	0	0	0	0	-1	1	0		0		-1	0	-1	0	-1	0	0	-1	0	0	-1	0		0
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	1	0	1	0	0		0	0	0	0	0	0		1	0	1	0	0	0	0	0	0	1	0	1	0	0		0	0	0	1	1	0	0	0	0	0	0		0	1	0	0	0	0	0	0	0		0
NH6_AUTONOMIC_GANGLIA		0	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0
NIHOVCAR3_OVARY		-1		0		-1	-1	0	0			-1	-1	0		-1					1		0	-1	1	0	-1	-1	-1	0		0		-1	-1		-1		1		-1	-1	0	0	-1	-1			-1	0		-1		1	-1	
NMCG1_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	1	0	1	0	0	0	0	0	0	0		0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0		0	0	0	0	0	0	1
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0		0		0		1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		1		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	-1	0	0	0	0	0	0	0	0
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1		0	0		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0			0	0	0		0	0		0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0
NUGC2_STOMACH								-1			-1		0	-1	-1		-1	-1	-1		-1	-1	0			-1				-1	1		-1		1	-1	-1	-1		-1		-1	0	1		1	-1		-1	-1	1	0	-1		-1	0
NUGC3_STOMACH		1	0	0		1			0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1			0	0	1		0	0	0	0	1	0		0	0	1	1	1		0	0	1	0	0	0	0	0	1
NUGC4_STOMACH	0	1	1	0	0	0	1	0		0	1	1	0	0	0			0	0	0	0	0	0	1	1	0	0	0	1	0		0		1	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0
OAW28_OVARY	1		1			1			1	0		1				0			0		0	0	1	0	1							0		1	0	0	1	0	0			0	0	1		0		1		0			-1	0		
OAW42_OVARY				-1		0	0		-1	0	-1		-1		-1			-1	0		-1	0	1		1	-1		0	0	1	-1	0	-1		-1	1	-1	0			0		-1	1		0	0	-1		-1	-1	0	-1	-1	0	
OC314_OVARY	0	0	0	-1	0	0		0	0	0	0	0	-1	0	-1	0	0	-1	0	1	1	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	-1	0	1		0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	1
OC316_OVARY	0	0	0	-1	0	0		0	0	0	0	0	-1	0	-1	0	0	-1	0	1	1	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	-1	0	1		0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	1
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0		0	0		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0		0	1	0	0	0	0	0	0	0	0	0	0		0	0	0		0	1	0	0	0	0	0	0	0	0	0
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	0		0		1	0	0	0	0		0	0	0		0	0	0	0	0	1	0	0	0	0	0		1	0	0	0	0	0		0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0			0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0			-1			0	0	-1		0	1	0		0			1	1	-1	1	1	0	0				0	0	0	-1		0	0	0		1	1	-1	0		0	-1			0	0	-1	0	0	0	-1	0	1	1
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0			0	1		1	0	1		0	0	-1	0		0		1	0			1	0			0	1		1	0	1		0		0	0	1	0	0			0	0	1	-1	0		1	0	0	0		1		0
OCUM1_STOMACH		0	0	0	0	0	1	1	0	0		0	1	1			0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	1	0	1		0
OE19_OESOPHAGUS					-1	-1	0		1			-1	1	-1		-1				0	-1			-1	0		-1		0	1	1	-1		-1	-1						0		-1	-1		0	0	-1		0		-1				0
OE21_OESOPHAGUS		0			1					0	-1		0	0	1		0			1	-1	-1	1	0	1	-1	1	-1		1	1	0	-1	0		0	-1	1	1	0	0	-1	1	1			-1	0		-1	1		0	1	0	1
OE33_OESOPHAGUS		0		-1	-1	0			-1	0		-1		-1	-1		-1	-1	-1	1	-1		0	0		-1	-1	0			-1	0		-1			-1	-1	1		0	-1	-1	-1	0	0	-1	-1	0	0	-1	0	-1	-1	-1	1
ONCODG1_OVARY	0	0	1				0	0					-1	0		-1	1			1	1		0	0	1	0	0		0	0					-1		-1		1	0	0	0		1		0		0		1		-1		1	-1	
ONS76_CENTRAL_NERVOUS_SYSTEM				-1	0				0	-1		-1	-1	-1	-1	0				1	-1	-1	1	-1		-1	0	-1	1			-1		-1	0				1			-1	-1		0	0	0		-1		-1			-1		1
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	1		0			0		1		0	-1	0	1	0	1	1		0	0	1	0	0	1		0			0	0	1		1	0	1	1	1	0	0	0	1	1	0		1	0	1	1	1	1		1	1	0
OSRC2_KIDNEY	0			-1	0	-1	0	-1	-1	0	0	0	0	-1	0	0	0	-1		1	-1	0	0			-1	0	-1	0	-1	-1	0	0	0	0	0	-1	0		0	0	-1	-1	0	-1	0	-1	-1	0	0	0	0	0	-1	-1	1
OUMS23_LARGE_INTESTINE				-1	0	0	0				0			0	-1		-1			0		-1				-1	0	0	0	0	0		0		-1	-1	-1	0		0	0		-1	0	0	0	-1	-1		0	0		0	0	-1	0
OUMS27_BONE	0	0	0	-1		0		0	1	0	0		0	0	0	0	0	0	1	1	1	0	0	0	0	-1		0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	-1	1	0	0	0		0	0	1	0	0	0	1	1
OV56_OVARY	0	0	0	0	0	0				0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	-1	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0		0	0
OV7_OVARY	0	0	0	-1	0	0	0		0		0	0	0	0	0			0		0	0	0	0	0	0	-1	0	0	0	0	0		0	0	-1	0	0		0	0	0		-1	0	0	0	-1	0	0	0		0	-1	0	0	0
OV90_OVARY	0	0		0	0	0				0	0	0		0	0	0				0	0		0	0	0	0	0	0		0	0	0	0	0	0	0		1	0	0	0	-1	0	0	0	-1	-1	-1			0	0		1	-1	0
OVCAR4_OVARY		0		-1					-1					0	-1		-1	-1	1		1	1	1	0		-1			1	1	-1						-1	1	1		0	0	-1	0			-1			-1	0		-1	-1		
OVCAR8_OVARY					0					0					-1	0		-1	-1	0		-1										0					-1	-1	0		-1	0	-1	0				-1		-1						
OVISE_OVARY	0	0		-1		-1		1	0			0		0	-1					0	1		0	0	1	-1	0	-1	-1	1	0	0	-1	0		1	-1	1	0	0	0		-1	-1	-1	1	-1	0		0	0	0	-1	1		0
OVK18_OVARY		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OVKATE_OVARY	0					-1	0					0	0	0	0				0			-1					0	-1	0					0				0		0	0	-1		1	-1	0	0	-1				0	-1		0	0
OVMANA_OVARY				-1	0	-1		-1		0		1			-1			-1			0	0			1	-1	0	-1		-1	-1	0	0	1		1	-1	1		0	1	-1	-1	0	-1	1	-1	-1	0	-1	1	0	-1	-1		0
OVSAHO_OVARY	1			-1	1					1	0			-1	-1	-1	-1	0			-1	-1	1			-1	1	-1	1		-1	1	0		-1		0		1	1			-1	1		-1	-1		1	0		-1	-1	-1		
OVTOKO_OVARY	0	1	1	0	0	0	0	1		1		1	0	1		1	1		0	1	0	1	0		1	0	0	0	0	1		1		1	1	1		0	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	0	1
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	-1	0	0		0	0		0	0	0		1		0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	1		0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	1
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0		0	0		0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0
PANC0203_PANCREAS		0				-1				-1	0	0	-1	0	0	0			0	0	-1	-1		0		-1	0	-1	-1		0	-1	0	0	0			0	0	-1	0	-1	0	-1	-1	0		-1	-1		0	0	-1	0	0	0
PANC0213_PANCREAS	0	0			0			0		-1	0		0	0	0				0	0	-1	-1	0	0		-1	0		0	0	1	-1	0		0	0		0	0		0	0	0	0		1			-1	0	0			0	0	0
PANC0327_PANCREAS	0	0		0	1		1		0		1		1	1	0	-1		-1	0		0		0	0	1	0	1		1		0		1		-1	1	-1	0	1		0	0	0	1	1	1		0	0		1	-1	-1			-1
PANC0403_PANCREAS		0	-1	1		-1	0	0	-1	0	0		1	0	0	0	0	-1	-1		0	0		0	-1	1	-1	-1	0	0	-1	0	0		0	0	-1	-1	1	-1	0	-1	1	0	-1	0	0	-1	0	0	0	0		-1	-1	
PANC0504_PANCREAS	-1	0	-1	0	0	-1	0	0	-1		0	0	0	1	0	0	0		0		0	0	-1	0	-1	0	0	-1	0	0	-1	0	0	0	0	0		0	1	-1	0	-1	0	0	-1	0	0	-1		0	0	0	0	0	0	
PANC0813_PANCREAS	-1	0	0	-1	-1		-1		0	-1			-1		0	-1			-1		-1		-1	0	0	-1	-1	-1	-1		0	-1	1	-1	-1	0	-1		0	-1	0	0	-1	-1		-1	-1	0	-1	0	1	-1	-1	0	-1	-1
PANC1005_PANCREAS		0			0		0		0		0	0	-1	0	0	0			0	0	-1	-1	0	0	0		0		0	1	0	0	0	0	0		-1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0		-1	0	0	0
PANC1_PANCREAS	0	0		-1	0	0			-1			0	-1	-1	0					0	-1	-1	0	0	1	-1	0		0	0	-1	1		0	-1	1			0		0	-1	-1	0	0	1	-1		-1				-1	0	-1	0
PATU8902_PANCREAS	-1	0							1			1		-1	0			-1		1	-1		-1	0		-1			-1	1	1		1		1			-1	1	-1	0		1	1					-1		1	0				1
PATU8988S_PANCREAS					0	0	1			1	1		1	1		0	-1			1	-1	-1	0		1	-1	0		1	1	0	1	1	1	0		-1		1	-1	0		0	0	0	1			1	1	-1	0	-1	1		1
PATU8988T_PANCREAS		0					0			0	1		0	0	-1		-1			1	-1	-1	0	0			0	0	0	1	0	0	1	0	1	-1			1	-1	0	1	0	1	1	0			0	1	-1	-1	-1	1		1
PC14_LUNG	0	0				0	1								0				0	1	-1			0	1				1		1			0	0	0	-1		1			0	0	1		1	-1	-1	0		1	1	1	1		1
PC3_PROSTATE		0	1	-1	-1		1		-1				0			-1				1	1	-1	1	0			-1	-1	1		-1		1		-1				1	0	0	1	-1	0	0	1	-1	-1		0	-1	-1		1		1
PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0		0	0			0	0	0	0	0	0		0			0	0	0	0		0	0	1	0	0		1	0	0		0	0		0	0		0	0	0	0	0	0	0	0		0	0	0	0	0		0	0	0
PECAPJ15_UPPER_AERODIGESTIVE_TRACT	0			-1		0						0		1	0	1	1			1		0	0		1	-1	0	0			1		0	0	1	1	-1	1	1	0	0		0	1	0	1		-1	0	1	0	1	1	1	0	1
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	0	0		-1	0	0						0	0	1	1	0			0	0		0	0	0	1	-1	0	0		1	1	0		0	0		-1	0	0	0	0	-1	-1	0		1	-1	0	-1	0		0	0	1	0	0
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	0	0		0	0	0	0					0	0		0	0	0		0	0	0	0	0	0		0	0	0	0	1	0	0		0	0	0	-1	0	0	0	0	-1	0		0	0	-1		-1	0	0	0	0	1	0	0
PECAPJ49_UPPER_AERODIGESTIVE_TRACT	0	0		0		0					0	0	0	0	0	0	0		0		0	0	0	0	1	0	0	0		1	1	0	0	0	0	0	-1	0	1	0	0		0	1	0		-1	0	-1	0	0	0	0	0	0	0
PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0		0		1	0		0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0		0		1	0	-1	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0		0	0	0	0	0	0	0	0
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	1	0	0		0	0	0	0	0	0	0	1		0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	1	-1	0	0	0
PK1_PANCREAS		0		-1	0	-1	0			0	0	0		0	0	0	0			1	-1	0	-1		0	-1	0	-1	0	0	0	0	0		0	0	-1	0	1		0	-1		0	-1	0	-1	-1	0	0	0		0	1	-1	1
PK45H_PANCREAS	0	0				0				1	0	0		0	0	0	0		0	1	0	0	0	0	1			0				1	0	0		0	-1	0	1	0	0	0	0	1	0	1	0		1	0		0	0	1	0	1
PK59_PANCREAS		0				0	1	1					1	1	0	0	0	1	1	1			-1	0	0	-1	0	0	1	1	1		0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	-1		1		0	0	1		1
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	0	-1	1	1	1		-1	-1		1	-1		0	-1	0	0	0	-1	0	1	0	0	0	-1	1	1	1	-1	-1	-1	-1	0	-1	0	0	0	0	0	0	0		1	1	1		-1	-1	1	0	-1	0	0	0
PL45_PANCREAS		0			0		0		0		0	0	-1	0	0	0			0	0	-1	-1	0	0	0		0		0	0	0	0	0	0	0		-1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	-1	0	0	0
PLCPRF5_LIVER		0	-1	-1	-1	0	0					0		-1	0	-1					1	-1	0	0	-1	-1	-1	0	0	0	-1	-1	0	0	-1	0	-1	0	0		0	-1	0	-1	0	0			0	-1	0	-1	-1	0		-1
PSN1_PANCREAS	1				0	-1	-1				0	0	-1	0		0		-1	0	1		-1	1			-1	0	-1	-1		1		0	0		0	-1	0	1		1		0	0	-1	-1	-1	-1	-1	0		0	-1			1
QGP1_PANCREAS	1	1			1		1			0			-1	-1	0		1		0		-1	-1		1	0		1	-1	1		0	0			1	1							0	1	0	1	-1		0	0		0	1	1	0	1
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCC10RGB_KIDNEY	0	1			1		1	1	1			1	1	-1	1	1	1	-1	1	1	1	1	0	1	1	-1	1	-1	1	1	1	0		1	1	1	-1	1	1	0	1	-1	0	1	1	1		-1	-1	0	1	1	1	-1	1	1
RCC4_KIDNEY	0	0		-1		0	0	0	-1	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	-1		0	0	0	-1	0	0	0	0	0	0	0	0		0		-1	0	0	0	0		0	0	0	0	0	0	0	0
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RCM1_LARGE_INTESTINE		1		0	0	0	1		0	0	0		1	1	1	0		-1	-1		0	0	0	1	1	0	0	0	1	1	0		0		0	0	-1	-1	1		1	0	0	0	0	1	-1	0	0	0	0	0	-1	-1	-1	-1
RDES_BONE	1	0	-1	-1		0	0	1		0		1	0	-1	0	0		1	-1	1	1		1	0	-1	-1		0	0	1	0	0	1	1	0	0	1	-1	1	1	0	-1	-1	0	0	0	1		0	-1	1	0	-1	1	-1	1
RD_SOFT_TISSUE		1		0	0	0	1			0	0	0	-1	0		0	0	0	1		0	0		1	0	0	0	0	1			0	0	0	0	0	0	1	1		1		0	0	0	1	1		0	0	0	0	0	0	1	0
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0		0		0		0			0		0		0			0	0	0	0	0		0		0	-1	0		0	0	0	0		0		0	0	0	0			0		0	0	0	-1		0	0		0	0	0		0
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0
